*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:48
                                                                                
*RUN   1        : SIM                       CRGRO046 4\000004    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 4\000004 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1980 122    31    16    3.5      0  0.313     81     49      0     86    131    131      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  385.3   0.15   0.12    0.0   0.51    0.29    0.29    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        5      18
 1980 123    32    17    3.8      0  0.365     93     59      0     88    152    152      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  390.6   0.16   0.14    0.0   0.53    0.30    0.30    0.25    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1980 124    33    18    4.1      0  0.417    105     72      0     90    177    177      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  395.5   0.17   0.16    0.0   0.54    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1980 125    34    19    4.4      0  0.493    122     83      0     92    206    206      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  402.4   0.19   0.18    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        8      23
 1980 126    35    20    4.7      0  0.604    148     92      0     93    240    240      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  407.6   0.20   0.20    0.0   0.58    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        9      25
 1980 127    36    21    5.0      0  0.739    178    102      0     94    280    280      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  416.4   0.22   0.22    0.0   0.60    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      27
 1980 128    37    22    5.3      0  0.869    207    120      0     98    327    327      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  419.2   0.24   0.25    0.0   0.62    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       13      29
 1980 129    38    23    5.6      0  1.018    241    140      0    102    381    381      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  422.5   0.26   0.27    0.0   0.64    0.33    0.33    0.27    0.10    0.04    0.01    0.00    0.00    0.00    0.00       15      31
 1980 130    39    24    5.9      0  1.177    279    164      0    107    442    442      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  422.3   0.28   0.29    0.0   0.65    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       18      33
 1980 131    40    25    6.2      0  1.369    321    191      0    113    512    512      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  426.2   0.31   0.31    0.0   0.67    0.35    0.35    0.29    0.12    0.05    0.02    0.00    0.00    0.00    0.00       21      36
 1980 132    41    26    6.5      0  1.561    366    222      0    120    588    588      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.59   0.00   0.00      0      0  426.5   0.34   0.33    0.0   0.69    0.37    0.37    0.30    0.13    0.06    0.02    0.00    0.00    0.00    0.00       29      38
 1980 133    42    27    6.8      1  1.742    406    256      0    128    662    662      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65   0.00   0.00      0      0  428.7   0.37   0.36    0.0   0.71    0.39    0.39    0.31    0.14    0.06    0.03    0.00    0.00    0.00    0.00       47      41
 1980 134    43    28    7.1      1  1.924    440    288      0    135    728    728      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70   0.00   0.00      0      0  437.5   0.40   0.38    0.0   0.72    0.40    0.40    0.33    0.15    0.07    0.03    0.00    0.00    0.00    0.00       67      44
 1980 135    44    29    7.4      1  2.083    478    329      0    143    807    807      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76   0.00   0.00      0      0  435.4   0.43   0.40    0.0   0.74    0.42    0.42    0.34    0.16    0.08    0.03    0.01    0.00    0.00    0.00       89      46
 1980 136    45    30    7.7      3  2.215    515    372      0    152    887    887      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  430.2   0.46   0.42    0.0   0.76    0.44    0.44    0.35    0.17    0.09    0.04    0.01    0.00    0.00    0.00      116      49
 1980 137    46    31    7.9      3  2.309    552    422      0    162    974    978      0     0.0  0.000      3      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.00      0      3  418.1   0.49   0.44    0.0   0.77    0.46    0.46    0.37    0.18    0.10    0.05    0.01    0.00    0.00    0.00      148      53
 1980 138    47    32    8.2      3  2.416    595    475      0    171   1070   1084      0     0.0  0.000     14     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.90   0.00   0.01      0     14  406.4   0.52   0.46    0.0   0.79    0.49    0.49    0.39    0.19    0.11    0.05    0.02    0.00    0.00    0.00      169      56
 1980 139    48    33    8.5      3  2.516    636    530      0    179   1166   1200      0     0.0  0.000     34     24  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.03      0     34  395.5   0.55   0.48    0.0   0.81    0.50    0.50    0.40    0.20    0.11    0.06    0.02    0.00    0.00    0.00      187      60
 1980 140    49    34    8.8      3  2.596    674    583      0    187   1258   1321      0     0.0  0.000     63     35  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.05      0     63  385.1   0.58   0.50    0.0   0.82    0.52    0.52    0.41    0.21    0.12    0.06    0.03    0.00    0.00    0.00      203      64
 1980 141    50    35    9.1      3  2.656    711    639      0    195   1350   1451      0     0.0  0.000    101     47  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.07      0    101  373.6   0.61   0.52    0.0   0.84    0.54    0.54    0.42    0.22    0.13    0.06    0.03    0.00    0.00    0.00      218      67
 1980 142    51    36    9.5      3  2.699    738    687      0    200   1425   1575      0     0.0  0.000    149     58  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.09      0    149  365.6   0.64   0.54    0.0   0.86    0.55    0.55    0.43    0.23    0.13    0.07    0.03    0.00    0.00    0.00      234      72
 1980 143    52    37    9.8      5  2.733    766    736      0    205   1501   1708      0     0.0  0.000    207     70  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.12      0    207  357.0   0.68   0.55    0.0   0.87    0.56    0.56    0.44    0.23    0.14    0.07    0.03    0.00    0.00    0.00      247      76
 1980 144    53    38   10.1      5  2.751    788    781      0    209   1569   1839     45     0.0  0.000    270     82  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.15      0    270  349.0   0.71   0.57    0.0   0.89    0.57    0.57    0.44    0.24    0.14    0.07    0.04    0.00    0.00    0.00      264      81
 1980 145    54    39   10.4      5  2.748    800    812     17    210   1612   1971     79    22.0  0.009    359     94  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   4.85   0.18      0    359  343.5   0.75   0.58    0.0   0.91    0.57    0.57    0.44    0.24    0.14    0.07    0.04    0.00    0.00    0.00      278      85
 1980 146    55    40   10.4      5  2.734    808    840     47    211   1648   2107    115    40.9  0.022    460    107  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.77  10.25   0.22      0    460  338.3   0.79   0.60    0.0   0.92    0.57    0.57    0.44    0.24    0.15    0.07    0.04    0.00    0.00    0.00      294      90
 1980 147    56    41   10.4      5  2.704    805    852     92    210   1657   2237    153    60.0  0.041    580    118  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.75  15.87   0.26      0    580  335.7   0.82   0.60    0.0   0.94    0.56    0.56    0.44    0.24    0.14    0.07    0.04    0.01    0.00    0.00      309      94
 1980 148    57    42   10.4      5  2.653    793    852    151    206   1644   2359    192    79.0  0.064    715    131  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70  21.18   0.30      0    715  334.7   0.86   0.60    0.0   0.96    0.55    0.55    0.43    0.24    0.14    0.07    0.04    0.01    0.00    0.00      326      99
 1980 149    58    43   10.4      5  2.594    775    844    225    202   1618   2481    232    96.7  0.091    862    143  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64  26.05   0.35      0    862  334.9   0.86   0.60    0.0   0.97    0.54    0.54    0.43    0.23    0.14    0.07    0.04    0.01    0.00    0.00      345     103
 1980 150    59    44   10.4      5  2.531    753    830    314    197   1583   2602    274   114.6  0.121   1019    155  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58  30.78   0.39      0   1019  336.1   0.86   0.60    0.0   0.99    0.53    0.53    0.42    0.23    0.14    0.07    0.04    0.01    0.00    0.00      364     107
 1980 151    60    45   10.4      5  2.463    730    816    421    193   1546   2715    317   133.0  0.155   1168    167  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51  36.07   0.43      0   1168  337.3   0.86   0.60    0.0   0.99    0.52    0.52    0.41    0.22    0.13    0.07    0.04    0.01    0.00    0.00      384     112
 1980 152    61    46   10.4      5  2.393    707    803    543    188   1509   2836    360   150.8  0.191   1327    176  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.43  40.91   0.47      0   1327  338.6   0.86   0.60    0.0   0.99    0.51    0.51    0.40    0.22    0.13    0.07    0.04    0.01    0.00    0.00      405     116
 1980 153    62    47   10.4      5  2.323    683    789    685    184   1472   2950    360   190.4  0.232   1478    183  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.35  46.35   0.50      0   1478  339.9   0.86   0.60    0.0   0.99    0.50    0.50    0.39    0.21    0.13    0.07    0.04    0.00    0.00    0.00      422     120
 1980 154    63    48   10.4      5  2.262    663    777    823    180   1440   3055    402   204.7  0.270   1615    187  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.27  50.99   0.53      0   1615  341.1   0.86   0.60    0.0   0.99    0.49    0.49    0.38    0.21    0.13    0.07    0.03    0.00    0.00    0.00      439     123
 1980 155    64    49   10.4      7  2.190    639    763    977    176   1402   3166    439   222.6  0.309   1764    187  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.17  55.40   0.56      0   1764  342.5   0.86   0.60    0.0   0.99    0.48    0.48    0.38    0.20    0.12    0.06    0.03    0.00    0.00    0.00      468     126
 1980 156    65    50   10.4      7  1.616    470    707   1144    172   1177   3081    458   249.7  0.371   1904    180  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.98  60.08   0.62      0   1904  343.9   0.86   0.60    0.0   0.99    0.47    0.47    0.37    0.20    0.12    0.06    0.03    0.00    0.00    0.00      694     130
 1980 157    66    51   10.4      7  1.195    346    666   1278    168   1012   3039    461   277.5  0.421   2027    168  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.80  63.06   0.67      0   2027  345.2   0.86   0.60    0.0   0.99    0.46    0.46    0.36    0.20    0.12    0.06    0.03    0.00    0.00    0.00      851     134
 1980 158    67    52   10.4      7  0.884    255    634   1382    164    889   3012    461   300.0  0.459   2123    156  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.63  65.08   0.70      0   2123  346.6   0.86   0.60    0.0   0.99    0.45    0.45    0.35    0.19    0.12    0.06    0.03    0.00    0.00    0.00      963     137
 1980 159    68    53   10.4      7  0.655    188    610   1462    161    798   2995    461   317.4  0.488   2197    146  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.48  66.54   0.73      0   2197  347.7   0.86   0.60    0.0   0.99    0.44    0.44    0.34    0.19    0.11    0.06    0.03    0.00    0.00    0.00     1046     141
 1980 160    69    54   10.4      7  0.486    139    591   1521    157    730   2980    461   330.3  0.510   2250    138  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.34  67.61   0.75      0   2250  348.8   0.86   0.60    0.0   0.99    0.43    0.43    0.34    0.18    0.11    0.06    0.03    0.00    0.00    0.00     1107     144
 1980 161    70    55   10.4      7  0.361    103    576   1564    153    679   2966    461   339.7  0.527   2287    134  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.21  68.40   0.77      0   2287  350.3   0.86   0.60    0.0   0.99    0.42    0.42    0.33    0.18    0.11    0.06    0.03    0.00    0.00    0.00     1153     148
 1980 162    71    56   10.4      7  0.268     76    564   1595    150    640   2953    461   346.3  0.540   2312    132  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.10  68.97   0.78      0   2312  351.6   0.86   0.60    0.0   0.99    0.41    0.41    0.32    0.18    0.11    0.05    0.03    0.00    0.00    0.00     1186     151
 1980 163    72    57   10.4      7  0.200     57    555   1615    147    611   2940    461   350.7  0.549   2329    132  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.02  69.37   0.79      0   2329  352.9   0.86   0.60    0.0   0.99    0.41    0.41    0.32    0.17    0.10    0.05    0.03    0.00    0.00    0.00     1211     154
 1980 164    73    58   10.4      8  0.150     42    548   1628    144    590   2928    461   353.4  0.556   2338    132  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.98  69.61   0.80      0   2338  354.1   0.86   0.60    0.0   0.99    0.40    0.40    0.31    0.17    0.10    0.05    0.03    0.00    0.00    0.00     1229     157

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:48
                                                                                
*RUN   2        : SIM                       CRGRO046 4\000004    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 4\000004 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1981 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.6   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1981 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.653  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  261.6   0.05   0.03    0.0   0.29    0.18    0.18    0.18    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1981 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.742  0.000  0.000  0.000  0.000    3.73   0.00   0.00      0      0  265.1   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1981 114    23     8    1.1      0  0.087     32     16      0     67     48     48      0     0.0  0.000      0      0  0.000  0.000  0.576  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  270.8   0.07   0.04    0.0   0.33    0.24    0.24    0.22    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1981 115    24     9    1.3      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.498  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  276.8   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1981 116    25    10    1.7      0  0.096     34     21      0     80     54     54      0     0.0  0.000      0      0  0.000  0.000  0.437  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  285.0   0.09   0.06    0.0   0.38    0.28    0.28    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1981 117    26    11    1.9      0  0.107     35     23      0     84     59     59      0     0.0  0.000      0      0  0.000  0.000  0.290  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  303.6   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1981 118    27    12    2.2      0  0.129     41     26      0     84     67     67      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  314.7   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      10
 1981 119    28    13    2.5      0  0.157     47     31      0     85     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58   0.00   0.00      0      0  332.8   0.12   0.08    0.0   0.44    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1981 120    29    14    2.8      0  0.183     53     37      0     87     90     90      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  347.2   0.12   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
 1981 121    30    15    3.1      0  0.236     64     40      0     87    104    104      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  367.4   0.13   0.10    0.0   0.48    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      16
 1981 122    31    16    3.4      0  0.290     76     46      0     87    122    122      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  379.3   0.14   0.11    0.0   0.50    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      17
 1981 123    32    17    3.7      0  0.343     88     54      0     89    142    142      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  388.7   0.15   0.13    0.0   0.52    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1981 124    33    18    3.9      0  0.394     99     66      0     91    165    165      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  397.7   0.17   0.15    0.0   0.54    0.31    0.31    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1981 125    34    19    4.2      0  0.445    110     80      0     94    190    190      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  403.5   0.18   0.17    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        7      23
