*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:55
                                                                                
*RUN   1        : SIM                       CRGRO046 8\000008    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 8\000008 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1980 122    31    16    3.5      0  0.313     81     49      0     86    131    131      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  385.3   0.15   0.12    0.0   0.51    0.29    0.29    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        5      18
 1980 123    32    17    3.8      0  0.365     93     59      0     88    152    152      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  390.6   0.16   0.14    0.0   0.53    0.30    0.30    0.25    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1980 124    33    18    4.1      0  0.417    105     72      0     90    177    177      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  395.5   0.17   0.16    0.0   0.54    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1980 125    34    19    4.4      0  0.493    122     83      0     92    206    206      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  402.4   0.19   0.18    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        8      23
 1980 126    35    20    4.7      0  0.604    148     92      0     93    240    240      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  407.6   0.20   0.20    0.0   0.58    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        9      25
 1980 127    36    21    5.0      0  0.739    178    102      0     94    280    280      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  416.4   0.22   0.22    0.0   0.60    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      27
 1980 128    37    22    5.3      0  0.869    207    120      0     98    327    327      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  419.2   0.24   0.25    0.0   0.62    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       13      29
 1980 129    38    23    5.6      0  1.018    241    140      0    102    381    381      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  422.5   0.26   0.27    0.0   0.64    0.33    0.33    0.27    0.10    0.04    0.01    0.00    0.00    0.00    0.00       15      31
 1980 130    39    24    5.9      0  1.177    279    164      0    107    442    442      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  422.3   0.28   0.29    0.0   0.65    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       18      33
 1980 131    40    25    6.2      0  1.369    321    191      0    113    512    512      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  426.2   0.31   0.31    0.0   0.67    0.35    0.35    0.29    0.12    0.05    0.02    0.00    0.00    0.00    0.00       21      36
 1980 132    41    26    6.5      0  1.561    366    222      0    120    588    588      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.59   0.00   0.00      0      0  426.5   0.34   0.33    0.0   0.69    0.37    0.37    0.30    0.13    0.06    0.02    0.00    0.00    0.00    0.00       29      38
 1980 133    42    27    6.8      0  1.746    407    255      0    128    662    662      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65   0.00   0.00      0      0  428.9   0.37   0.36    0.0   0.71    0.39    0.39    0.31    0.14    0.06    0.03    0.00    0.00    0.00    0.00       47      41
 1980 134    43    28    7.1      0  1.953    441    287      0    135    728    728      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70   0.00   0.00      0      0  443.1   0.40   0.38    0.0   0.72    0.40    0.40    0.33    0.15    0.07    0.03    0.00    0.00    0.00    0.00       67      44
 1980 135    44    29    7.4      0  2.154    480    327      0    144    807    807      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.75   0.00   0.00      0      0  448.8   0.43   0.40    0.0   0.74    0.42    0.42    0.34    0.16    0.08    0.04    0.01    0.00    0.00    0.00       90      46
 1980 136    45    30    7.7      0  2.345    518    370      0    153    888    888      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  453.1   0.46   0.42    0.0   0.76    0.45    0.45    0.36    0.17    0.09    0.04    0.01    0.00    0.00    0.00      117      49
 1980 137    46    31    7.9      1  2.514    558    421      0    164    979    979      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.00      0      0  450.7   0.49   0.44    0.0   0.77    0.47    0.47    0.37    0.18    0.10    0.05    0.01    0.00    0.00    0.00      149      53
 1980 138    47    32    8.2      1  2.713    608    480      0    175   1088   1088      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.00      0      0  446.1   0.52   0.46    0.0   0.79    0.50    0.50    0.39    0.20    0.11    0.05    0.02    0.00    0.00    0.00      170      56
 1980 139    48    33    8.5      1  2.915    662    545      0    187   1208   1208      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.00      0      0  440.1   0.55   0.48    0.0   0.81    0.52    0.52    0.41    0.21    0.12    0.06    0.02    0.00    0.00    0.00      190      60
 1980 140    49    34    8.8      3  3.106    717    616      0    199   1333   1333      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.00      0      0  433.0   0.58   0.50    0.0   0.82    0.55    0.55    0.43    0.23    0.13    0.07    0.03    0.00    0.00    0.00      210      64
 1980 141    50    35    9.1      3  3.261    773    691      0    212   1464   1469      0     0.0  0.000      5      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.00      0      5  421.9   0.61   0.52    0.0   0.84    0.58    0.58    0.45    0.24    0.14    0.07    0.03    0.00    0.00    0.00      231      68
 1980 142    51    36    9.5      3  3.401    818    761      0    222   1579   1599      0     0.0  0.000     20     18  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.01      0     20  415.7   0.64   0.54    0.0   0.86    0.60    0.60    0.47    0.25    0.15    0.08    0.04    0.00    0.00    0.00      255      73
 1980 143    52    37    9.8      3  3.519    864    832      0    232   1695   1741      0     0.0  0.000     46     31  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.03      0     46  407.4   0.68   0.55    0.0   0.87    0.62    0.62    0.49    0.27    0.16    0.08    0.04    0.00    0.00    0.00      274      78
 1980 144    53    38   10.1      3  3.607    904    901      0    241   1805   1888      0     0.0  0.000     83     45  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.04      0     83  399.0   0.72   0.57    0.0   0.89    0.64    0.64    0.50    0.28    0.17    0.09    0.05    0.01    0.00    0.00      294      83
 1980 145    54    39   10.4      3  3.671    939    965      0    248   1904   2036      0     0.0  0.000    132     59  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.06      0    132  391.0   0.75   0.58    0.0   0.91    0.66    0.66    0.51    0.28    0.18    0.09    0.05    0.01    0.00    0.00      312      88
 1980 146    55    40   10.7      3  3.719    973   1031      0    255   2004   2194      0     0.0  0.000    191     73  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.09      0    191  382.1   0.79   0.59    0.0   0.92    0.67    0.67    0.52    0.29    0.18    0.10    0.05    0.01    0.00    0.00      328      93
 1980 147    56    41   11.0      5  3.741    998   1085      0    260   2083   2345     19     0.0  0.000    262     87  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.11      0    262  374.9   0.83   0.60    0.0   0.94    0.68    0.68    0.53    0.30    0.19    0.10    0.06    0.01    0.00    0.00      345      98
 1980 148    57    42   11.3      5  3.748   1015   1129      7    263   2144   2495     60    12.4  0.003    350    102  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.75   2.11   0.14      0    350  369.1   0.86   0.60    0.0   0.96    0.69    0.69    0.53    0.30    0.19    0.10    0.06    0.01    0.00    0.00      363     104
 1980 149    58    43   11.6      5  3.734   1024   1161     30    263   2185   2645    103    29.3  0.011    459    116  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.73   6.58   0.17      0    459  364.6   0.90   0.60    0.0   0.97    0.69    0.69    0.53    0.30    0.19    0.10    0.06    0.01    0.00    0.00      380     110
 1980 150    59    44   11.6      5  3.704   1025   1183     70    262   2209   2796    148    47.2  0.025    587    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.71  11.89   0.21      0    587  361.2   0.94   0.60    0.0   0.99    0.68    0.68    0.53    0.30    0.19    0.10    0.06    0.01    0.00    0.00      398     116
 1980 151    60    45   11.6      5  3.643   1010   1180    128    258   2190   2926    195    65.7  0.044    736    144  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.66  17.38   0.25      0    736  360.7   0.98   0.60    0.0   1.01    0.67    0.67    0.52    0.30    0.19    0.10    0.06    0.01    0.00    0.00      417     121
 1980 152    61    46   11.6      5  3.578    994   1177    203    253   2171   3069    243    83.4  0.066    898    157  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.61  22.54   0.29      0    898  360.1   1.01   0.60    0.0   1.02    0.66    0.66    0.51    0.29    0.18    0.10    0.06    0.01    0.00    0.00      437     127
 1980 153    62    47   11.6      5  3.507    971   1162    299    248   2134   3201    243   122.9  0.093   1067    172  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56  27.97   0.33      0   1067  361.1   1.01   0.60    0.0   1.02    0.65    0.65    0.50    0.29    0.18    0.10    0.06    0.01    0.00    0.00      453     132
 1980 154    63    48   11.6      5  3.444    951   1150    392    243   2101   3322    291   134.6  0.118   1221    185  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52  32.09   0.37      0   1221  362.0   1.01   0.60    0.0   1.04    0.64    0.64    0.49    0.28    0.18    0.09    0.06    0.01    0.00    0.00      471     136
 1980 155    64    49   11.6      5  3.367    927   1134    503    238   2061   3465    342   147.2  0.145   1403    197  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.45  35.87   0.41      0   1403  363.1   1.01   0.60    0.0   1.04    0.62    0.62    0.48    0.28    0.17    0.09    0.06    0.01    0.00    0.00      493     141
 1980 156    65    50   11.6      5  3.280    900   1118    635    232   2018   3603    392   161.9  0.176   1585    208  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.38  40.07   0.44      0   1585  364.3   1.01   0.60    0.0   1.04    0.61    0.61    0.47    0.27    0.17    0.09    0.05    0.01    0.00    0.00      516     146
 1980 157    66    51   11.6      5  3.190    873   1101    785    227   1974   3743    441   177.7  0.210   1769    216  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.30  44.36   0.47      0   1769  365.5   1.01   0.60    0.0   1.05    0.60    0.60    0.46    0.26    0.17    0.09    0.05    0.01    0.00    0.00      541     151
 1980 158    67    52   11.6      5  3.092    843   1084    955    221   1927   3877    491   194.5  0.246   1950    220  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.21  49.01   0.50      0   1950  366.7   1.01   0.60    0.0   1.05    0.58    0.58    0.45    0.26    0.16    0.09    0.05    0.01    0.00    0.00      566     156
 1980 159    68    53   11.6      5  2.991    813   1067   1142    216   1881   4013    538   212.1  0.285   2132    223  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.10  53.55   0.53      0   2132  367.8   1.01   0.60    0.0   1.07    0.57    0.57    0.44    0.25    0.16    0.08    0.05    0.01    0.00    0.00      593     161
 1980 160    69    54   11.6      7  2.895    786   1054   1335    211   1839   4133    561   238.0  0.323   2293    215  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.99  58.22   0.55      0   2293  368.5   1.01   0.60    0.0   1.07    0.56    0.56    0.43    0.25    0.16    0.08    0.05    0.01    0.00    0.00      635     165
 1980 161    70    55   11.6      7  2.139    578    986   1519    206   1564   4022    567   267.7  0.378   2458    203  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.80  61.81   0.61      0   2458  369.8   1.01   0.60    0.0   1.07    0.55    0.55    0.42    0.24    0.15    0.08    0.05    0.01    0.00    0.00      899     170
 1980 162    71    56   11.6      7  1.584    427    935   1666    202   1362   3958    567   293.6  0.421   2596    179  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.65  64.17   0.66      0   2596  371.1   1.01   0.60    0.0   1.07    0.54    0.54    0.42    0.24    0.15    0.08    0.05    0.01    0.00    0.00     1087     174
 1980 163    72    57   11.6      7  1.174    315    896   1785    197   1211   3918    567   314.6  0.456   2707    171  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.49  65.95   0.69      0   2707  372.3   1.01   0.60    0.0   1.07    0.52    0.52    0.41    0.23    0.15    0.08    0.05    0.01    0.00    0.00     1226     178
 1980 164    73    58   11.6      7  0.871    233    866   1875    193   1099   3888    567   330.3  0.482   2789    165  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.36  67.22   0.72      0   2789  373.5   1.01   0.60    0.0   1.07    0.51    0.51    0.40    0.23    0.14    0.08    0.05    0.01    0.00    0.00     1329     182
 1980 165    74    59   11.6      7  0.648    173    843   1940    189   1016   3863    567   341.9  0.502   2848    165  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.25  68.14   0.74      0   2848  374.7   1.01   0.60    0.0   1.07    0.50    0.50    0.39    0.22    0.14    0.07    0.04    0.01    0.00    0.00     1404     186
 1980 166    75    60   11.6      7  0.482    128    825   1992    185    953   3846    567   351.0  0.518   2893    163  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.13  68.87   0.75      0   2893  375.9   1.01   0.60    0.0   1.07    0.49    0.49    0.38    0.22    0.14    0.07    0.04    0.01    0.00    0.00     1461     190
 1980 167    76    61   11.6      7  0.358     95    811   2029    181    906   3829    567   357.5  0.530   2923    162  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.03  69.40   0.76      0   2923  376.9   1.01   0.60    0.0   1.07    0.48    0.48    0.37    0.21    0.13    0.07    0.04    0.01    0.00    0.00     1502     194
 1980 168    77    62   11.6      7  0.267     71    800   2052    177    871   3813    567   361.7  0.538   2942    162  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.96  69.76   0.77      0   2942  377.9   1.01   0.60    0.0   1.08    0.47    0.47    0.37    0.21    0.13    0.07    0.04    0.01    0.00    0.00     1533     198
 1980 169    78    63   11.6      8  0.200     53    792   2066    173    844   3797    567   364.0  0.544   2952    162  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.92  69.98   0.78      0   2952  379.0   1.01   0.60    0.0   1.08    0.46    0.46    0.36    0.21    0.13    0.07    0.04    0.01    0.00    0.00     1556     201

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:55
                                                                                
*RUN   2        : SIM                       CRGRO046 8\000008    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 8\000008 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1981 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.6   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1981 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.653  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  261.6   0.05   0.03    0.0   0.29    0.18    0.18    0.18    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1981 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.742  0.000  0.000  0.000  0.000    3.73   0.00   0.00      0      0  265.1   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1981 114    23     8    1.1      0  0.087     32     16      0     67     48     48      0     0.0  0.000      0      0  0.000  0.000  0.576  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  270.8   0.07   0.04    0.0   0.33    0.24    0.24    0.22    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1981 115    24     9    1.3      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.498  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  276.8   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1981 116    25    10    1.7      0  0.096     34     21      0     80     54     54      0     0.0  0.000      0      0  0.000  0.000  0.437  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  285.0   0.09   0.06    0.0   0.38    0.28    0.28    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1981 117    26    11    1.9      0  0.107     35     23      0     84     59     59      0     0.0  0.000      0      0  0.000  0.000  0.290  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  303.6   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1981 118    27    12    2.2      0  0.129     41     26      0     84     67     67      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  314.7   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      10
 1981 119    28    13    2.5      0  0.157     47     31      0     85     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58   0.00   0.00      0      0  332.8   0.12   0.08    0.0   0.44    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1981 120    29    14    2.8      0  0.183     53     37      0     87     90     90      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  347.2   0.12   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
