*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:51
                                                                                
*RUN   1        : SIM                       CRGRO046 6\000006    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 6\000006 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1980 122    31    16    3.5      0  0.313     81     49      0     86    131    131      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  385.3   0.15   0.12    0.0   0.51    0.29    0.29    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        5      18
 1980 123    32    17    3.8      0  0.365     93     59      0     88    152    152      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  390.6   0.16   0.14    0.0   0.53    0.30    0.30    0.25    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1980 124    33    18    4.1      0  0.417    105     72      0     90    177    177      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  395.5   0.17   0.16    0.0   0.54    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1980 125    34    19    4.4      0  0.493    122     83      0     92    206    206      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  402.4   0.19   0.18    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        8      23
 1980 126    35    20    4.7      0  0.604    148     92      0     93    240    240      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  407.6   0.20   0.20    0.0   0.58    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        9      25
 1980 127    36    21    5.0      0  0.739    178    102      0     94    280    280      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  416.4   0.22   0.22    0.0   0.60    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      27
 1980 128    37    22    5.3      0  0.869    207    120      0     98    327    327      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  419.2   0.24   0.25    0.0   0.62    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       13      29
 1980 129    38    23    5.6      0  1.018    241    140      0    102    381    381      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  422.5   0.26   0.27    0.0   0.64    0.33    0.33    0.27    0.10    0.04    0.01    0.00    0.00    0.00    0.00       15      31
 1980 130    39    24    5.9      0  1.177    279    164      0    107    442    442      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  422.3   0.28   0.29    0.0   0.65    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       18      33
 1980 131    40    25    6.2      0  1.369    321    191      0    113    512    512      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  426.2   0.31   0.31    0.0   0.67    0.35    0.35    0.29    0.12    0.05    0.02    0.00    0.00    0.00    0.00       21      36
 1980 132    41    26    6.5      0  1.561    366    222      0    120    588    588      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.59   0.00   0.00      0      0  426.5   0.34   0.33    0.0   0.69    0.37    0.37    0.30    0.13    0.06    0.02    0.00    0.00    0.00    0.00       29      38
 1980 133    42    27    6.8      0  1.746    407    255      0    128    662    662      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65   0.00   0.00      0      0  428.9   0.37   0.36    0.0   0.71    0.39    0.39    0.31    0.14    0.06    0.03    0.00    0.00    0.00    0.00       47      41
 1980 134    43    28    7.1      0  1.953    441    287      0    135    728    728      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70   0.00   0.00      0      0  443.1   0.40   0.38    0.0   0.72    0.40    0.40    0.33    0.15    0.07    0.03    0.00    0.00    0.00    0.00       67      44
 1980 135    44    29    7.4      1  2.152    480    327      0    144    807    807      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.75   0.00   0.00      0      0  448.6   0.43   0.40    0.0   0.74    0.42    0.42    0.34    0.16    0.08    0.04    0.01    0.00    0.00    0.00       90      46
 1980 136    45    30    7.7      1  2.322    517    371      0    153    888    888      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  448.9   0.46   0.42    0.0   0.76    0.45    0.45    0.36    0.17    0.09    0.04    0.01    0.00    0.00    0.00      117      49
 1980 137    46    31    7.9      1  2.455    558    422      0    163    979    979      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.00      0      0  440.3   0.49   0.44    0.0   0.77    0.47    0.47    0.37    0.18    0.10    0.05    0.01    0.00    0.00    0.00      149      53
 1980 138    47    32    8.2      3  2.616    607    481      0    174   1088   1088      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.00      0      0  430.7   0.52   0.46    0.0   0.79    0.49    0.49    0.39    0.20    0.11    0.05    0.02    0.00    0.00    0.00      170      56
 1980 139    48    33    8.5      3  2.773    659    544      0    185   1203   1206      0     0.0  0.000      3      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.00      0      3  420.9   0.55   0.48    0.0   0.81    0.52    0.52    0.41    0.21    0.12    0.06    0.02    0.00    0.00    0.00      190      60
 1980 140    49    34    8.8      3  2.905    706    607      0    195   1314   1330      0     0.0  0.000     16     15  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.01      0     16  411.2   0.58   0.50    0.0   0.82    0.54    0.54    0.43    0.22    0.13    0.06    0.03    0.00    0.00    0.00      210      64
 1980 141    50    35    9.1      3  3.006    753    673      0    205   1425   1464      0     0.0  0.000     38     27  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.03      0     38  399.4   0.61   0.52    0.0   0.84    0.56    0.56    0.44    0.23    0.14    0.07    0.03    0.00    0.00    0.00      229      68
 1980 142    51    36    9.5      3  3.091    789    732      0    213   1521   1592      0     0.0  0.000     71     39  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.04      0     71  391.7   0.64   0.54    0.0   0.86    0.58    0.58    0.45    0.24    0.14    0.07    0.04    0.00    0.00    0.00      249      72
 1980 143    52    37    9.8      3  3.161    826    792      0    221   1617   1731      0     0.0  0.000    114     52  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.07      0    114  382.9   0.68   0.55    0.0   0.87    0.60    0.60    0.47    0.25    0.15    0.08    0.04    0.00    0.00    0.00      265      77
 1980 144    53    38   10.1      3  3.208    857    849      0    227   1706   1874      0     0.0  0.000    168     65  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.09      0    168  374.2   0.72   0.57    0.0   0.89    0.61    0.61    0.48    0.26    0.16    0.08    0.04    0.00    0.00    0.00      281      82
 1980 145    54    39   10.4      5  3.237    883    901      0    232   1785   2016     14     0.0  0.000    232     78  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.11      0    232  366.4   0.75   0.58    0.0   0.91    0.62    0.62    0.48    0.27    0.16    0.08    0.05    0.01    0.00    0.00      296      87
 1980 146    55    40   10.7      5  3.254    907    951      5    236   1858   2165     50    10.1  0.002    307     92  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   1.65   0.14      0    307  358.7   0.79   0.59    0.0   0.92    0.63    0.63    0.49    0.27    0.17    0.09    0.05    0.01    0.00    0.00      313      92
 1980 147    56    41   11.0      5  3.246    918    982     25    237   1900   2307     90    27.6  0.011    407    105  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76   6.08   0.18      0    407  353.7   0.82   0.60    0.0   0.94    0.63    0.63    0.49    0.27    0.17    0.09    0.05    0.01    0.00    0.00      329      97
 1980 148    57    42   11.0      5  3.221    920   1003     60    237   1923   2447    130    45.9  0.024    524    118  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.74  11.35   0.21      0    524  350.2   0.86   0.60    0.0   0.96    0.63    0.63    0.49    0.27    0.17    0.09    0.05    0.01    0.00    0.00      345     102
 1980 149    58    43   11.0      5  3.182    915   1015    109    235   1931   2585    172    63.4  0.042    655    132  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.72  16.65   0.25      0    655  347.7   0.90   0.60    0.0   0.97    0.62    0.62    0.48    0.27    0.17    0.09    0.05    0.01    0.00    0.00      363     107
 1980 150    59    44   11.0      5  3.124    901   1016    175    231   1917   2720    215    81.2  0.064    803    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.67  21.80   0.30      0    803  346.6   0.93   0.60    0.0   0.99    0.61    0.61    0.47    0.27    0.16    0.09    0.05    0.01    0.00    0.00      382     112
 1980 151    60    45   11.0      5  3.055    879   1001    260    225   1880   2842    261    99.6  0.091    962    158  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.62  27.01   0.34      0    962  347.7   0.93   0.60    0.0   0.99    0.60    0.60    0.46    0.26    0.16    0.08    0.05    0.01    0.00    0.00      402     117
 1980 152    61    46   11.0      5  2.984    855    987    360    220   1842   2975    307   117.1  0.121   1133    170  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56  31.76   0.38      0   1133  348.9   0.93   0.60    0.0   0.99    0.58    0.58    0.45    0.25    0.16    0.08    0.05    0.01    0.00    0.00      423     122
 1980 153    62    47   11.0      5  2.911    832    972    481    215   1804   3099    307   156.6  0.155   1295    184  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.49  37.16   0.42      0   1295  350.0   0.93   0.60    0.0   0.99    0.57    0.57    0.45    0.25    0.15    0.08    0.05    0.01    0.00    0.00      440     126
 1980 154    63    48   11.0      5  2.847    811    959    599    211   1770   3212    353   169.6  0.187   1442    194  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.43  41.55   0.45      0   1442  351.1   0.93   0.60    0.0   0.99    0.56    0.56    0.44    0.24    0.15    0.08    0.05    0.01    0.00    0.00      458     130
 1980 155    64    49   11.0      5  2.768    786    944    735    207   1730   3344    401   183.1  0.220   1615    200  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.35  45.50   0.48      0   1615  352.3   0.93   0.60    0.0   0.99    0.55    0.55    0.43    0.24    0.15    0.08    0.04    0.01    0.00    0.00      480     134
 1980 156    65    50   11.0      5  2.682    758    928    889    202   1687   3473    448   198.5  0.256   1786    205  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.26  49.76   0.51      0   1786  353.6   0.93   0.60    0.0   0.99    0.54    0.54    0.42    0.23    0.15    0.08    0.04    0.01    0.00    0.00      504     139
 1980 157    66    51   11.0      5  2.595    731    912   1060    197   1643   3600    491   215.9  0.294   1956    206  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.16  54.17   0.54      0   1956  354.9   0.93   0.60    0.0   1.01    0.53    0.53    0.41    0.23    0.14    0.07    0.04    0.01    0.00    0.00      532     143
 1980 158    67    52   11.0      7  2.510    705    899   1241    192   1604   3711    514   241.4  0.334   2107    199  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.05  58.88   0.57      0   2107  356.0   0.93   0.60    0.0   1.01    0.52    0.52    0.40    0.22    0.14    0.07    0.04    0.01    0.00    0.00      571     147
 1980 159    68    53   11.0      7  1.854    519    839   1416    188   1358   3627    517   274.1  0.390   2269    186  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.86  62.40   0.63      0   2269  357.0   0.93   0.60    0.0   1.01    0.51    0.51    0.39    0.22    0.14    0.07    0.04    0.01    0.00    0.00      804     151
 1980 160    69    54   11.0      7  1.371    383    794   1557    183   1177   3579    517   301.4  0.435   2402    173  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.68  64.82   0.67      0   2402  357.9   0.93   0.60    0.0   1.01    0.49    0.49    0.38    0.21    0.13    0.07    0.04    0.01    0.00    0.00      973     155
 1980 161    70    55   11.0      7  1.015    283    758   1667    179   1041   3545    517   322.7  0.470   2504    163  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.52  66.57   0.71      0   2504  359.3   0.93   0.60    0.0   1.01    0.48    0.48    0.38    0.21    0.13    0.07    0.04    0.01    0.00    0.00     1098     159
 1980 162    71    56   11.0      7  0.754    209    732   1748    175    941   3519    517   338.4  0.497   2578    151  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.38  67.79   0.73      0   2578  360.6   0.93   0.60    0.0   1.01    0.47    0.47    0.37    0.21    0.13    0.07    0.04    0.01    0.00    0.00     1190     163
 1980 163    72    57   11.0      7  0.560    155    711   1810    171    865   3499    517   350.5  0.517   2634    148  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.26  68.73   0.75      0   2634  361.9   0.93   0.60    0.0   1.01    0.46    0.46    0.36    0.20    0.13    0.07    0.04    0.01    0.00    0.00     1257     167
 1980 164    73    58   11.0      7  0.416    115    694   1855    168    809   3481    517   359.1  0.533   2673    148  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.14  69.41   0.77      0   2673  363.3   0.93   0.60    0.0   1.01    0.45    0.45    0.35    0.20    0.12    0.06    0.04    0.01    0.00    0.00     1308     170
 1980 165    74    59   11.0      7  0.310     85    681   1887    164    766   3465    517   365.3  0.544   2699    148  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.05  69.90   0.78      0   2699  364.5   0.93   0.60    0.0   1.01    0.45    0.45    0.35    0.19    0.12    0.06    0.04    0.01    0.00    0.00     1345     173
 1980 166    75    60   11.0      7  0.231     63    671   1909    161    734   3451    517   369.5  0.553   2716    148  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.97  70.27   0.79      0   2716  365.7   0.93   0.60    0.0   1.01    0.44    0.44    0.34    0.19    0.12    0.06    0.04    0.01    0.00    0.00     1373     177
 1980 167    76    61   11.0      8  0.173     47    664   1921    157    711   3437    517   372.0  0.559   2726    148  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.93  70.48   0.79      0   2726  366.8   0.93   0.60    0.0   1.01    0.43    0.43    0.33    0.19    0.12    0.06    0.03    0.01    0.00    0.00     1393     180

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:51
                                                                                
*RUN   2        : SIM                       CRGRO046 6\000006    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 6\000006 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1981 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.6   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1981 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.653  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  261.6   0.05   0.03    0.0   0.29    0.18    0.18    0.18    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1981 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.742  0.000  0.000  0.000  0.000    3.73   0.00   0.00      0      0  265.1   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1981 114    23     8    1.1      0  0.087     32     16      0     67     48     48      0     0.0  0.000      0      0  0.000  0.000  0.576  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  270.8   0.07   0.04    0.0   0.33    0.24    0.24    0.22    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1981 115    24     9    1.3      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.498  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  276.8   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1981 116    25    10    1.7      0  0.096     34     21      0     80     54     54      0     0.0  0.000      0      0  0.000  0.000  0.437  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  285.0   0.09   0.06    0.0   0.38    0.28    0.28    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1981 117    26    11    1.9      0  0.107     35     23      0     84     59     59      0     0.0  0.000      0      0  0.000  0.000  0.290  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  303.6   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1981 118    27    12    2.2      0  0.129     41     26      0     84     67     67      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  314.7   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      10
 1981 119    28    13    2.5      0  0.157     47     31      0     85     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58   0.00   0.00      0      0  332.8   0.12   0.08    0.0   0.44    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1981 120    29    14    2.8      0  0.183     53     37      0     87     90     90      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  347.2   0.12   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
 1981 121    30    15    3.1      0  0.236     64     40      0     87    104    104      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  367.4   0.13   0.10    0.0   0.48    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      16
 1981 122    31    16    3.4      0  0.290     76     46      0     87    122    122      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  379.3   0.14   0.11    0.0   0.50    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      17
