*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:46
                                                                                
*RUN   1        : SIM                       CRGRO046 3\000003    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 3\000003 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1980 122    31    16    3.5      0  0.313     81     49      0     86    131    131      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  385.3   0.15   0.12    0.0   0.51    0.29    0.29    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        5      18
 1980 123    32    17    3.8      0  0.365     93     59      0     88    152    152      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  390.6   0.16   0.14    0.0   0.53    0.30    0.30    0.25    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1980 124    33    18    4.1      0  0.417    105     72      0     90    177    177      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  395.5   0.17   0.16    0.0   0.54    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1980 125    34    19    4.4      0  0.493    122     83      0     92    206    206      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  402.4   0.19   0.18    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        8      23
 1980 126    35    20    4.7      0  0.604    148     92      0     93    240    240      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  407.6   0.20   0.20    0.0   0.58    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        9      25
 1980 127    36    21    5.0      0  0.739    178    102      0     94    280    280      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  416.4   0.22   0.22    0.0   0.60    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      27
 1980 128    37    22    5.3      0  0.869    207    120      0     98    327    327      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  419.2   0.24   0.25    0.0   0.62    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       13      29
 1980 129    38    23    5.6      0  1.018    241    140      0    102    381    381      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  422.5   0.26   0.27    0.0   0.64    0.33    0.33    0.27    0.10    0.04    0.01    0.00    0.00    0.00    0.00       15      31
 1980 130    39    24    5.9      0  1.177    279    164      0    107    442    442      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  422.3   0.28   0.29    0.0   0.65    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       18      33
 1980 131    40    25    6.2      0  1.369    321    191      0    113    512    512      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  426.2   0.31   0.31    0.0   0.67    0.35    0.35    0.29    0.12    0.05    0.02    0.00    0.00    0.00    0.00       21      36
 1980 132    41    26    6.5      1  1.557    365    222      0    120    588    588      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.59   0.00   0.00      0      0  426.3   0.34   0.33    0.0   0.69    0.37    0.37    0.30    0.13    0.06    0.02    0.00    0.00    0.00    0.00       29      38
 1980 133    42    27    6.8      1  1.719    406    257      0    128    663    663      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65   0.00   0.00      0      0  423.6   0.37   0.36    0.0   0.71    0.39    0.39    0.31    0.14    0.06    0.03    0.00    0.00    0.00    0.00       47      41
 1980 134    43    28    7.1      1  1.881    438    289      0    134    728    728      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70   0.00   0.00      0      0  429.0   0.40   0.38    0.0   0.72    0.40    0.40    0.33    0.15    0.07    0.03    0.00    0.00    0.00    0.00       67      44
 1980 135    44    29    7.4      3  2.022    477    330      0    143    807    807      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76   0.00   0.00      0      0  424.3   0.43   0.40    0.0   0.74    0.42    0.42    0.34    0.16    0.08    0.03    0.01    0.00    0.00    0.00       89      46
 1980 136    45    30    7.7      3  2.130    510    372      0    151    882    886      0     0.0  0.000      3      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      3  417.3   0.46   0.42    0.0   0.76    0.44    0.44    0.35    0.17    0.09    0.04    0.01    0.00    0.00    0.00      116      49
 1980 137    46    31    7.9      3  2.196    543    418      0    160    960    975      0     0.0  0.000     14     13  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.01      0     14  404.7   0.49   0.44    0.0   0.77    0.46    0.46    0.37    0.18    0.10    0.04    0.01    0.00    0.00    0.00      147      52
 1980 138    47    32    8.2      3  2.279    580    467      0    168   1047   1080      0     0.0  0.000     33     23  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.90   0.00   0.03      0     33  392.8   0.52   0.46    0.0   0.79    0.48    0.48    0.38    0.19    0.10    0.05    0.02    0.00    0.00    0.00      167      56
 1980 139    48    33    8.5      3  2.355    617    517      0    175   1134   1194      0     0.0  0.000     61     33  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.05      0     61  381.8   0.55   0.48    0.0   0.81    0.49    0.49    0.39    0.20    0.11    0.05    0.02    0.00    0.00    0.00      182      59
 1980 140    49    34    8.8      3  2.415    650    566      0    181   1216   1313      0     0.0  0.000     97     44  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.07      0     97  371.5   0.58   0.50    0.0   0.82    0.51    0.51    0.40    0.20    0.12    0.06    0.02    0.00    0.00    0.00      197      63
 1980 141    50    35    9.1      3  2.459    682    616      0    188   1298   1439      0     0.0  0.000    141     55  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.10      0    141  360.4   0.61   0.52    0.0   0.84    0.52    0.52    0.41    0.21    0.12    0.06    0.03    0.00    0.00    0.00      210      67
 1980 142    51    36    9.5      5  2.485    705    658      0    192   1363   1560      0     0.0  0.000    196     66  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.13      0    196  352.5   0.64   0.54    0.0   0.86    0.53    0.53    0.42    0.22    0.13    0.06    0.03    0.00    0.00    0.00      225      71
 1980 143    52    37    9.8      5  2.506    728    701      0    196   1429   1687     13     0.0  0.000    259     78  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.15      0    259  344.4   0.68   0.55    0.0   0.87    0.54    0.54    0.42    0.22    0.13    0.07    0.03    0.00    0.00    0.00      237      75
 1980 144    53    38   10.1      5  2.511    745    739      5    198   1484   1811     75     6.8  0.003    327     89  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.79   1.57   0.18      0    327  337.1   0.71   0.57    0.0   0.89    0.54    0.54    0.42    0.23    0.13    0.07    0.03    0.00    0.00    0.00      254      80
 1980 145    54    39   10.1      5  2.496    750    761     34    199   1511   1937    109    31.5  0.018    425    101  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.77   8.06   0.22      0    425  332.7   0.75   0.58    0.0   0.91    0.54    0.54    0.42    0.23    0.13    0.07    0.03    0.00    0.00    0.00      268      84
 1980 146    55    40   10.1      5  2.473    752    780     75    198   1532   2066    144    52.1  0.036    534    112  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76  14.06   0.26      0    534  328.8   0.79   0.60    0.0   0.92    0.54    0.54    0.42    0.23    0.13    0.07    0.03    0.00    0.00    0.00      284      88
 1980 147    56    41   10.1      5  2.428    741    781    131    195   1522   2185    181    72.4  0.060    663    124  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.71  19.84   0.30      0    663  327.6   0.82   0.60    0.0   0.94    0.53    0.53    0.42    0.22    0.13    0.07    0.03    0.00    0.00    0.00      300      92
 1980 148    57    42   10.1      5  2.374    724    772    202    191   1496   2301    219    92.2  0.088    805    136  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65  25.06   0.35      0    805  328.0   0.82   0.60    0.0   0.96    0.52    0.52    0.41    0.22    0.13    0.07    0.03    0.00    0.00    0.00      317      97
 1980 149    58    43   10.1      5  2.314    703    760    285    187   1463   2415    258   110.5  0.118    953    147  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.59  29.94   0.39      0    953  329.2   0.82   0.60    0.0   0.97    0.51    0.51    0.40    0.21    0.13    0.06    0.03    0.00    0.00    0.00      335     101
 1980 150    59    44   10.1      5  2.252    681    747    384    182   1428   2531    298   128.8  0.152   1102    156  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51  34.84   0.44      0   1102  330.4   0.82   0.60    0.0   0.99    0.50    0.50    0.39    0.21    0.13    0.06    0.03    0.00    0.00    0.00      354     105
 1980 151    60    45   10.1      5  2.185    659    733    501    178   1392   2638    340   147.6  0.190   1246    163  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.43  40.26   0.47      0   1246  331.8   0.82   0.60    0.0   0.99    0.49    0.49    0.38    0.20    0.12    0.06    0.03    0.00    0.00    0.00      374     109
 1980 152    61    46   10.1      5  2.118    636    720    632    174   1356   2752    381   165.9  0.229   1397    167  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.35  45.23   0.51      0   1397  333.1   0.82   0.60    0.0   0.99    0.48    0.48    0.37    0.20    0.12    0.06    0.03    0.00    0.00    0.00      394     113
 1980 153    62    47   10.1      5  2.050    613    707    782    170   1320   2861    381   205.4  0.273   1541    170  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.25  50.76   0.54      0   1541  334.5   0.82   0.60    0.0   0.99    0.47    0.47    0.37    0.20    0.12    0.06    0.03    0.00    0.00    0.00      411     116
 1980 154    63    48   10.1      7  1.995    594    697    921    166   1291   2952    413   223.0  0.312   1661    167  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.17  55.48   0.56      0   1661  335.5   0.82   0.60    0.0   0.99    0.46    0.46    0.36    0.19    0.12    0.06    0.03    0.00    0.00    0.00      437     119
 1980 155    64    49   10.1      7  1.473    437    644   1080    163   1081   2874    433   249.3  0.376   1793    160  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.99  60.20   0.62      0   1793  337.3   0.82   0.60    0.0   0.99    0.45    0.45    0.35    0.19    0.11    0.06    0.03    0.00    0.00    0.00      647     122
 1980 156    65    50   10.1      7  1.089    322    605   1205    159    927   2833    436   276.2  0.425   1907    149  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.81  63.20   0.67      0   1907  338.7   0.82   0.60    0.0   0.99    0.44    0.44    0.34    0.18    0.11    0.06    0.03    0.00    0.00    0.00      794     126
 1980 157    66    51   10.1      7  0.806    237    576   1304    155    813   2812    436   298.9  0.464   1999    140  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.65  65.22   0.71      0   1999  340.0   0.82   0.60    0.0   0.99    0.43    0.43    0.34    0.18    0.11    0.06    0.03    0.00    0.00    0.00      899     129
 1980 158    67    52   10.1      7  0.597    175    553   1378    152    728   2795    436   315.9  0.493   2067    132  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.49  66.67   0.74      0   2067  341.4   0.82   0.60    0.0   0.99    0.42    0.42    0.33    0.18    0.11    0.05    0.03    0.00    0.00    0.00      976     132
 1980 159    68    53   10.1      7  0.443    129    536   1433    148    665   2782    436   328.6  0.515   2117    127  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.35  67.72   0.76      0   2117  342.6   0.82   0.60    0.0   0.99    0.41    0.41    0.32    0.17    0.10    0.05    0.03    0.00    0.00    0.00     1033     136
 1980 160    69    54   10.1      7  0.329     96    522   1474    145    618   2769    436   337.9  0.532   2152    125  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.22  68.50   0.78      0   2152  343.8   0.82   0.60    0.0   0.99    0.40    0.40    0.32    0.17    0.10    0.05    0.03    0.00    0.00    0.00     1075     139
 1980 161    70    55   10.1      7  0.245     71    511   1503    141    581   2757    436   344.6  0.545   2176    125  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.10  69.08   0.79      0   2176  345.2   0.82   0.60    0.0   0.99    0.39    0.39    0.31    0.17    0.10    0.05    0.03    0.00    0.00    0.00     1106     142
 1980 162    71    56   10.1      7  0.182     53    502   1522    139    555   2746    436   348.9  0.554   2191    125  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.03  69.47   0.80      0   2191  346.5   0.82   0.60    0.0   1.01    0.39    0.39    0.30    0.16    0.10    0.05    0.03    0.00    0.00    0.00     1129     145
 1980 163    72    57   10.1      8  0.136     39    495   1533    136    535   2734    436   351.5  0.561   2199    125  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.98  69.71   0.80      0   2199  347.8   0.82   0.60    0.0   1.01    0.38    0.38    0.30    0.16    0.10    0.05    0.02    0.00    0.00    0.00     1146     148

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:46
                                                                                
*RUN   2        : SIM                       CRGRO046 3\000003    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 3\000003 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1981 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.6   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1981 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.653  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  261.6   0.05   0.03    0.0   0.29    0.18    0.18    0.18    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1981 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.742  0.000  0.000  0.000  0.000    3.73   0.00   0.00      0      0  265.1   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1981 114    23     8    1.1      0  0.087     32     16      0     67     48     48      0     0.0  0.000      0      0  0.000  0.000  0.576  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  270.8   0.07   0.04    0.0   0.33    0.24    0.24    0.22    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1981 115    24     9    1.3      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.498  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  276.8   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1981 116    25    10    1.7      0  0.096     34     21      0     80     54     54      0     0.0  0.000      0      0  0.000  0.000  0.437  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  285.0   0.09   0.06    0.0   0.38    0.28    0.28    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1981 117    26    11    1.9      0  0.107     35     23      0     84     59     59      0     0.0  0.000      0      0  0.000  0.000  0.290  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  303.6   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1981 118    27    12    2.2      0  0.129     41     26      0     84     67     67      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  314.7   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      10
 1981 119    28    13    2.5      0  0.157     47     31      0     85     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58   0.00   0.00      0      0  332.8   0.12   0.08    0.0   0.44    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1981 120    29    14    2.8      0  0.183     53     37      0     87     90     90      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  347.2   0.12   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
 1981 121    30    15    3.1      0  0.236     64     40      0     87    104    104      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  367.4   0.13   0.10    0.0   0.48    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      16
 1981 122    31    16    3.4      0  0.290     76     46      0     87    122    122      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  379.3   0.14   0.11    0.0   0.50    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      17
 1981 123    32    17    3.7      0  0.343     88     54      0     89    142    142      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  388.7   0.15   0.13    0.0   0.52    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1981 124    33    18    3.9      0  0.394     99     66      0     91    165    165      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  397.7   0.17   0.15    0.0   0.54    0.31    0.31    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1981 125    34    19    4.2      0  0.445    110     80      0     94    190    190      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  403.5   0.18   0.17    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        7      23
 1981 126    35    20    4.5      0  0.548    131     87      0     94    218    218      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  417.2   0.19   0.19    0.0   0.57    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        8      25
