*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:43
                                                                                
*RUN   1        : SIM                       CRGRO046 1\000001    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 1\000001 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1980 122    31    16    3.5      0  0.313     81     49      0     86    131    131      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  385.3   0.15   0.12    0.0   0.51    0.29    0.29    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        5      18
 1980 123    32    17    3.8      0  0.365     93     59      0     88    152    152      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  390.6   0.16   0.14    0.0   0.53    0.30    0.30    0.25    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1980 124    33    18    4.1      0  0.417    105     72      0     90    177    177      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  395.5   0.17   0.16    0.0   0.54    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1980 125    34    19    4.4      0  0.493    122     83      0     92    206    206      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  402.4   0.19   0.18    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        8      23
 1980 126    35    20    4.7      0  0.604    148     92      0     93    240    240      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  407.6   0.20   0.20    0.0   0.58    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        9      25
 1980 127    36    21    5.0      0  0.739    178    102      0     94    280    280      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  416.4   0.22   0.22    0.0   0.60    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      27
 1980 128    37    22    5.3      0  0.869    207    120      0     98    327    327      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  419.2   0.24   0.25    0.0   0.62    0.32    0.32    0.27    0.10    0.03    0.01    0.00    0.00    0.00    0.00       13      29
 1980 129    38    23    5.6      0  1.018    241    140      0    102    381    381      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.56   0.00   0.00      0      0  422.5   0.26   0.27    0.0   0.64    0.33    0.33    0.27    0.10    0.04    0.01    0.00    0.00    0.00    0.00       15      31
 1980 130    39    24    5.9      1  1.173    278    164      0    107    442    442      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  422.0   0.28   0.29    0.0   0.65    0.34    0.34    0.28    0.11    0.04    0.01    0.00    0.00    0.00    0.00       18      33
 1980 131    40    25    6.2      1  1.340    319    193      0    113    512    512      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57   0.00   0.00      0      0  420.0   0.31   0.31    0.0   0.67    0.35    0.35    0.29    0.12    0.05    0.02    0.00    0.00    0.00    0.00       21      36
 1980 132    41    26    6.5      1  1.489    361    227      0    120    588    588      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.60   0.00   0.00      0      0  412.6   0.34   0.33    0.0   0.69    0.37    0.37    0.30    0.13    0.06    0.02    0.00    0.00    0.00    0.00       29      38
 1980 133    42    27    6.8      3  1.613    398    263      0    127    662    662      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  404.8   0.37   0.36    0.0   0.71    0.38    0.38    0.31    0.13    0.06    0.03    0.00    0.00    0.00    0.00       46      41
 1980 134    43    28    7.1      3  1.727    427    296      0    133    723    725      0     0.0  0.000      3      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      3  404.7   0.40   0.38    0.0   0.72    0.40    0.40    0.32    0.14    0.07    0.03    0.00    0.00    0.00    0.00       66      44
 1980 135    44    29    7.4      3  1.812    456    334      0    140    790    802      0     0.0  0.000     12     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76   0.00   0.01      0     12  397.0   0.43   0.40    0.0   0.74    0.41    0.41    0.33    0.15    0.08    0.03    0.01    0.00    0.00    0.00       88      46
 1980 136    45    30    7.7      3  1.865    480    370      0    146    850    878      0     0.0  0.000     27     19  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.03      0     27  388.4   0.46   0.42    0.0   0.76    0.43    0.43    0.34    0.16    0.08    0.04    0.01    0.00    0.00    0.00      112      49
 1980 137    46    31    7.9      3  1.891    503    410      0    152    913    963      0     0.0  0.000     50     27  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.05      0     50  375.9   0.49   0.44    0.0   0.77    0.44    0.44    0.35    0.17    0.09    0.04    0.01    0.00    0.00    0.00      139      52
 1980 138    47    32    8.2      3  1.935    531    452      0    158    983   1064      0     0.0  0.000     80     37  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88   0.00   0.08      0     80  364.4   0.52   0.46    0.0   0.79    0.45    0.45    0.36    0.18    0.10    0.04    0.01    0.00    0.00    0.00      154      56
 1980 139    48    33    8.5      3  1.974    558    495      0    163   1053   1171      0     0.0  0.000    118     46  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.87   0.00   0.10      0    118  353.8   0.55   0.48    0.0   0.81    0.46    0.46    0.37    0.18    0.10    0.05    0.02    0.00    0.00    0.00      166      59
 1980 140    49    34    8.8      5  2.002    582    535      0    167   1116   1281      0     0.0  0.000    164     56  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.13      0    164  344.1   0.58   0.50    0.0   0.82    0.47    0.47    0.38    0.19    0.10    0.05    0.02    0.00    0.00    0.00      177      62
 1980 141    50    35    9.1      5  2.020    604    575      0    172   1180   1396     10     0.0  0.000    217     66  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.16      0    217  334.2   0.61   0.52    0.0   0.84    0.48    0.48    0.38    0.19    0.11    0.05    0.02    0.00    0.00    0.00      188      66
 1980 142    51    36    9.5      5  2.022    618    607      4    174   1225   1504     34    11.8  0.003    279     76  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   1.45   0.19      0    279  327.3   0.64   0.54    0.0   0.86    0.48    0.48    0.38    0.20    0.11    0.05    0.02    0.00    0.00    0.00      201      70
 1980 143    52    37    9.5      5  2.018    629    636     17    175   1266   1617     62    27.7  0.011    352     87  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   4.87   0.22      0    352  320.8   0.67   0.55    0.0   0.87    0.49    0.49    0.38    0.20    0.11    0.06    0.02    0.00    0.00    0.00      213      74
 1980 144    53    38    9.5      5  2.001    634    659     41    176   1293   1726    121    33.7  0.024    433     97  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76   9.42   0.25      0    433  315.5   0.71   0.57    0.0   0.89    0.49    0.49    0.38    0.20    0.11    0.06    0.03    0.00    0.00    0.00      230      77
 1980 145    54    39    9.5      5  1.964    626    663     88    174   1289   1832    153    57.4  0.048    542    107  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70  16.14   0.30      0    542  313.6   0.74   0.59    0.0   0.91    0.48    0.48    0.38    0.20    0.11    0.06    0.03    0.00    0.00    0.00      244      81
 1980 146    55    40    9.5      5  1.923    616    664    145    171   1279   1940    185    78.1  0.075    660    118  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64  21.93   0.34      0    660  312.3   0.74   0.59    0.0   0.92    0.47    0.47    0.37    0.19    0.11    0.06    0.03    0.00    0.00    0.00      259      85
 1980 147    56    41    9.5      5  1.876    598    653    217    167   1251   2043    220    98.8  0.106    792    128  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58  27.45   0.39      0    792  313.6   0.74   0.59    0.0   0.92    0.46    0.46    0.37    0.19    0.11    0.05    0.03    0.00    0.00    0.00      275      88
 1980 148    57    42    9.5      5  1.825    579    641    302    163   1220   2144    254   118.9  0.141    923    136  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51  32.75   0.43      0    923  314.9   0.74   0.59    0.0   0.92    0.45    0.45    0.36    0.19    0.11    0.05    0.02    0.00    0.00    0.00      291      92
 1980 149    58    43    9.5      5  1.769    560    629    400    159   1189   2243    290   137.6  0.178   1055    142  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.43  37.88   0.47      0   1055  316.2   0.74   0.59    0.0   0.94    0.44    0.44    0.35    0.18    0.11    0.05    0.02    0.00    0.00    0.00      309      96
 1980 150    59    44    9.5      5  1.713    539    617    511    155   1156   2344    327   156.4  0.218   1188    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.34  43.01   0.51      0   1188  317.6   0.74   0.59    0.0   0.96    0.43    0.43    0.34    0.18    0.10    0.05    0.02    0.00    0.00    0.00      327      99
 1980 151    60    45    9.5      5  1.653    518    604    639    152   1123   2438    364   175.9  0.262   1315    147  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.24  48.62   0.54      0   1315  319.1   0.74   0.59    0.0   0.96    0.43    0.43    0.34    0.17    0.10    0.05    0.02    0.00    0.00    0.00      345     102
 1980 152    61    46    9.5      7  1.599    499    593    779    148   1092   2531    392   198.9  0.308   1439    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.13  54.12   0.57      0   1439  320.5   0.74   0.59    0.0   0.96    0.42    0.42    0.33    0.17    0.10    0.05    0.02    0.00    0.00    0.00      370     106
 1980 153    62    47    9.5      7  1.181    367    549    905    145    916   2474    392   231.2  0.366   1558    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.95  58.08   0.63      0   1558  322.0   0.74   0.59    0.0   0.96    0.41    0.41    0.32    0.17    0.10    0.05    0.02    0.00    0.00    0.00      532     109
 1980 154    63    48    9.5      7  0.875    271    517    997    142    787   2427    395   252.4  0.411   1640    135  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.81  60.83   0.68      0   1640  323.4   0.74   0.59    0.0   0.96    0.40    0.40    0.32    0.16    0.10    0.05    0.02    0.00    0.00    0.00      656     111
 1980 155    64    49    9.5      7  0.648    200    492   1082    139    691   2409    395   273.7  0.449   1718    126  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.65  62.95   0.71      0   1718  324.8   0.74   0.59    0.0   0.96    0.39    0.39    0.31    0.16    0.09    0.05    0.02    0.00    0.00    0.00      744     114
 1980 156    65    50    9.5      7  0.480    147    472   1146    136    619   2396    395   289.9  0.478   1776    120  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.50  64.49   0.74      0   1776  326.2   0.74   0.59    0.0   0.96    0.38    0.38    0.30    0.16    0.09    0.05    0.02    0.00    0.00    0.00      809     117
 1980 157    66    51    9.5      7  0.357    109    457   1194    133    566   2385    395   302.1  0.500   1819    115  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.37  65.62   0.76      0   1819  327.7   0.74   0.59    0.0   0.96    0.38    0.38    0.30    0.15    0.09    0.04    0.02    0.00    0.00    0.00      857     120
 1980 158    67    52    9.5      7  0.265     80    445   1229    130    525   2374    395   310.9  0.517   1849    113  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.24  66.45   0.78      0   1849  329.1   0.74   0.59    0.0   0.96    0.37    0.37    0.29    0.15    0.09    0.04    0.02    0.00    0.00    0.00      892     123
 1980 159    68    53    9.5      7  0.197     60    435   1254    127    495   2364    395   317.3  0.530   1869    113  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.12  67.07   0.79      0   1869  330.5   0.74   0.59    0.0   0.96    0.36    0.36    0.28    0.15    0.09    0.04    0.02    0.00    0.00    0.00      919     125
 1980 160    69    54    9.5      7  0.147     44    428   1270    124    472   2354    395   321.3  0.539   1882    113  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.05  67.47   0.80      0   1882  331.8   0.74   0.59    0.0   0.96    0.35    0.35    0.28    0.14    0.08    0.04    0.02    0.00    0.00    0.00      938     128
 1980 161    70    55    9.5      8  0.110     33    422   1279    121    455   2344    395   323.5  0.546   1888    113  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.01  67.71   0.81      0   1888  333.1   0.74   0.59    0.0   0.98    0.34    0.34    0.27    0.14    0.08    0.04    0.02    0.00    0.00    0.00      952     131

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      JUL 11, 2017; 16:24:43
                                                                                
*RUN   2        : SIM                       CRGRO046 1\000001    1              
 MODEL          : CRGRO046 - Dry bean                                           
 EXPERIMENT     : 1\000001 BN PALMIRA_ANALISIS SENSIBILIDAD                     
 DATA PATH      : D:\B\0\00000                                                  
 TREATMENT  1   : SIM                       CRGRO046                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-25   25-35   35-50   50-65   65-80   80-99  99-122 122-209
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D   RL10D    SNW0C   SNW1C
 1981 106    15     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 107    16     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 108    17     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 109    18     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 110    19     4    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 1981 111    20     5    0.2      0  0.079     31     13      0     43     44     44      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  256.6   0.04   0.03    0.0   0.27    0.15    0.15    0.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 1981 112    21     6    0.5      0  0.082     31     14      0     51     45     45      0     0.0  0.000      0      0  0.000  0.000  0.653  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  261.6   0.05   0.03    0.0   0.29    0.18    0.18    0.18    0.01    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 1981 113    22     7    0.8      0  0.084     32     15      0     59     46     46      0     0.0  0.000      0      0  0.000  0.000  0.742  0.000  0.000  0.000  0.000    3.73   0.00   0.00      0      0  265.1   0.06   0.04    0.0   0.31    0.21    0.21    0.20    0.02    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 1981 114    23     8    1.1      0  0.087     32     16      0     67     48     48      0     0.0  0.000      0      0  0.000  0.000  0.576  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  270.8   0.07   0.04    0.0   0.33    0.24    0.24    0.22    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 1981 115    24     9    1.3      0  0.091     33     18      0     74     51     51      0     0.0  0.000      0      0  0.000  0.000  0.498  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  276.8   0.08   0.05    0.0   0.36    0.26    0.26    0.23    0.04    0.00    0.00    0.00    0.00    0.00    0.00        1       6
 1981 116    25    10    1.7      0  0.096     34     21      0     80     54     54      0     0.0  0.000      0      0  0.000  0.000  0.437  0.000  0.000  0.000  0.000    3.66   0.00   0.00      0      0  285.0   0.09   0.06    0.0   0.38    0.28    0.28    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        1       7
 1981 117    26    11    1.9      0  0.107     35     23      0     84     59     59      0     0.0  0.000      0      0  0.000  0.000  0.290  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  303.6   0.10   0.07    0.0   0.40    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2       9
 1981 118    27    12    2.2      0  0.129     41     26      0     84     67     67      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  314.7   0.11   0.07    0.0   0.42    0.29    0.29    0.25    0.06    0.00    0.00    0.00    0.00    0.00    0.00        2      10
 1981 119    28    13    2.5      0  0.157     47     31      0     85     78     78      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.58   0.00   0.00      0      0  332.8   0.12   0.08    0.0   0.44    0.30    0.30    0.25    0.07    0.01    0.00    0.00    0.00    0.00    0.00        2      12
 1981 120    29    14    2.8      0  0.183     53     37      0     87     90     90      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  347.2   0.12   0.09    0.0   0.46    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        3      14
 1981 121    30    15    3.1      0  0.236     64     40      0     87    104    104      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54   0.00   0.00      0      0  367.4   0.13   0.10    0.0   0.48    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      16
 1981 122    31    16    3.4      0  0.290     76     46      0     87    122    122      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  379.3   0.14   0.11    0.0   0.50    0.30    0.30    0.26    0.07    0.01    0.00    0.00    0.00    0.00    0.00        4      17
 1981 123    32    17    3.7      0  0.343     88     54      0     89    142    142      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.52   0.00   0.00      0      0  388.7   0.15   0.13    0.0   0.52    0.30    0.30    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        5      19
 1981 124    33    18    3.9      0  0.394     99     66      0     91    165    165      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  397.7   0.17   0.15    0.0   0.54    0.31    0.31    0.26    0.08    0.02    0.00    0.00    0.00    0.00    0.00        6      21
 1981 125    34    19    4.2      0  0.445    110     80      0     94    190    190      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51   0.00   0.00      0      0  403.5   0.18   0.17    0.0   0.56    0.31    0.31    0.26    0.09    0.02    0.00    0.00    0.00    0.00    0.00        7      23
 1981 126    35    20    4.5      0  0.548    131     87      0     94    218    218      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.53   0.00   0.00      0      0  417.2   0.19   0.19    0.0   0.57    0.31    0.31    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00        8      25
 1981 127    36    21    4.8      0  0.670    159     96      0     95    254    254      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  421.8   0.21   0.21    0.0   0.59    0.32    0.32    0.26    0.09    0.03    0.00    0.00    0.00    0.00    0.00       10      27
 1981 128    37    22    5.0      0  0.767    181    108      0     98    289    289      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55   0.00   0.00      0      0  423.7   0.22   0.23    0.0   0.61    0.32    0.32    0.27    0.09    0.03    0.00    0.00    0.00    0.00    0.00       11      28
